project,model,dataset,input_h,input_w,top_k,multi_label,q_tokenizer,a_tokenizer,text_max,batch_size,epochs,lr,lr_reduce,weight_decay,gradient_clipping,device,cpu_num,multi_gpu,gpu_num,seed,log_interval,timestamp,memo,load_model,cv_pretrained,cv_filter,cv_kernel,cv_stride,cv_layer,cv_batchnorm,te_pretrained,te_type,te_embedding,te_hidden,te_layer,te_dropout,te_bidir,cf_pretrained,film_res_kernel,film_res_layer,film_cf_filter,film_fc_hidden,film_fc_layer,basern_gt_hidden,basern_gt_layer,basern_fp_hidden,basern_fp_layer,basern_fp_dropout,rn_gt_hidden,rn_gt_layer,rn_fp_hidden,rn_fp_layer,rn_fp_dropout,sarn_hp_hidden,sarn_hp_layer,sarn_gt_hidden,sarn_gt_layer,sarn_fp_hidden,sarn_fp_layer,sarn_fp_dropout,san_layer,san_k,mrn_hidden,mrn_layer,mlb_hidden,mlb_glimpse,c17w_hidden,c17w_dropout,mac_step,mac_hidden,mac_sa,mac_mg,mac_dropout,q_size,a_size,qt_size,Test_Latest_TotalAcc(value),Test_Latest_TotalAcc(epoch),Test_Latest_TotalLoss,Test_Latest_QT_greater_than,Test_Latest_QT_count,Test_Latest_QT_equal_color,Test_Latest_QT_query_material,Test_Latest_QT_query_size,Test_Latest_QT_query_shape,Test_Latest_QT_exist,Test_Latest_QT_query_color,Test_Latest_QT_equal_material,Test_Latest_QT_equal_integer,Test_Latest_QT_equal_size,Test_Latest_QT_equal_shape,Test_Latest_QT_less_than,Test_Max_TotalAcc(value),Test_Max_TotalAcc(epoch),Test_Max_TotalLoss,Test_Max_QT_greater_than,Test_Max_QT_count,Test_Max_QT_equal_color,Test_Max_QT_query_material,Test_Max_QT_query_size,Test_Max_QT_query_shape,Test_Max_QT_exist,Test_Max_QT_query_color,Test_Max_QT_equal_material,Test_Max_QT_equal_integer,Test_Max_QT_equal_size,Test_Max_QT_equal_shape,Test_Max_QT_less_than,Test_MaxRA(5)_TotalAcc(value),Test_MaxRA(5)_TotalAcc(epoch),Test_MaxRA(5)_TotalLoss,Test_MaxRA(5)_QT_greater_than,Test_MaxRA(5)_QT_count,Test_MaxRA(5)_QT_equal_color,Test_MaxRA(5)_QT_query_material,Test_MaxRA(5)_QT_query_size,Test_MaxRA(5)_QT_query_shape,Test_MaxRA(5)_QT_exist,Test_MaxRA(5)_QT_query_color,Test_MaxRA(5)_QT_equal_material,Test_MaxRA(5)_QT_equal_integer,Test_MaxRA(5)_QT_equal_size,Test_MaxRA(5)_QT_equal_shape,Test_MaxRA(5)_QT_less_than,Train_Latest_TotalAcc(value),Train_Latest_TotalAcc(epoch),Train_Latest_TotalLoss,Train_Latest_QT_greater_than,Train_Latest_QT_count,Train_Latest_QT_equal_color,Train_Latest_QT_query_material,Train_Latest_QT_query_size,Train_Latest_QT_query_shape,Train_Latest_QT_exist,Train_Latest_QT_query_color,Train_Latest_QT_equal_material,Train_Latest_QT_equal_integer,Train_Latest_QT_equal_size,Train_Latest_QT_equal_shape,Train_Latest_QT_less_than,Train_Max_TotalAcc(value),Train_Max_TotalAcc(epoch),Train_Max_TotalLoss,Train_Max_QT_greater_than,Train_Max_QT_count,Train_Max_QT_equal_color,Train_Max_QT_query_material,Train_Max_QT_query_size,Train_Max_QT_query_shape,Train_Max_QT_exist,Train_Max_QT_query_color,Train_Max_QT_equal_material,Train_Max_QT_equal_integer,Train_Max_QT_equal_size,Train_Max_QT_equal_shape,Train_Max_QT_less_than,Train_MaxRA(5)_TotalAcc(value),Train_MaxRA(5)_TotalAcc(epoch),Train_MaxRA(5)_TotalLoss,Train_MaxRA(5)_QT_greater_than,Train_MaxRA(5)_QT_count,Train_MaxRA(5)_QT_equal_color,Train_MaxRA(5)_QT_query_material,Train_MaxRA(5)_QT_query_size,Train_MaxRA(5)_QT_query_shape,Train_MaxRA(5)_QT_exist,Train_MaxRA(5)_QT_query_color,Train_MaxRA(5)_QT_equal_material,Train_MaxRA(5)_QT_equal_integer,Train_MaxRA(5)_QT_equal_size,Train_MaxRA(5)_QT_equal_shape,Train_MaxRA(5)_QT_less_than,Finished
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217171331,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217171408,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217171705,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217171828,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217171900,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217172300,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217172404,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217172818,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217172858,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217173413,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:1,4,False,4,1,10,190217173741,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,film,clevr,224,224,0,False,,,,64,200,0.0003,False,1e-05,0,cuda:1,4,False,4,1,10,190217174108,default,,True,128,3,3,5,False,False,gru,200,4096,1,0,False,False,3,4,512,1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0.9049276289910728,150,725.4407192041399,0.9802859802013707,0.9478616253340266,0.9384321831769756,0.9887314976921853,0.9892577349075943,0.9800006333924499,0.9885849116765513,0.9923613100353289,0.9917278824656659,0.9315644210262201,0.9923064695596885,0.9898867828520544,0.9732499787360721,0.9054809955263983,143,839.0689722895622,0.9262968155417585,0.8401276043137034,0.5909704514774261,0.9621754700089525,0.9695848442240805,0.9433436299254125,0.9327094474153298,0.9689161252215003,0.9691214844882574,0.741514360313316,0.9752299021062,0.9664261522603446,0.9078612036855519,0.9040142408544511,149,834.2890089568682,0.9284998998598037,0.8384619727852747,0.600269986500675,0.9575499850790808,0.9684007992303707,0.9456791983726361,0.9311249752426223,0.9689899586532782,0.9704262104957959,0.7481868291267769,0.9759715218036191,0.9595052275069945,0.9060968437561262,0.9746196011651612,150,725.4407192041399,0.9802859802013707,0.9478616253340266,0.9384321831769756,0.9887314976921853,0.9892577349075943,0.9800006333924499,0.9885849116765513,0.9923613100353289,0.9917278824656659,0.9315644210262201,0.9923064695596885,0.9898867828520544,0.9732499787360721,0.9746196011651612,150,725.4407192041399,0.9802859802013707,0.9478616253340266,0.9384321831769756,0.9887314976921853,0.9892577349075943,0.9800006333924499,0.9885849116765513,0.9923613100353289,0.9917278824656659,0.9315644210262201,0.9923064695596885,0.9898867828520544,0.9732499787360721,0.9742133090662852,150,725.4407192041399,0.9802859802013707,0.9478616253340266,0.9384321831769756,0.9887314976921853,0.9892577349075943,0.9800006333924499,0.9885849116765513,0.9923613100353289,0.9917278824656659,0.9315644210262201,0.9923064695596885,0.9898867828520544,0.9732499787360721,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,,,cuda:2,4,False,4,1,10,190217174341,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,0,,cuda:2,4,False,4,1,10,190217174549,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,mac,clevr,224,224,0,False,,,,64,20,0.0001,False,0,,cuda:2,4,False,4,1,10,190217174620,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,False,False,0.15,83,29,13,0.9574374462467748,39,340.92093129456043,0.9681554175846184,0.8797075263960251,0.9859007049647518,0.9870188003581021,0.992081699104566,0.98161681609282,0.9836106159635571,0.9785883047844064,0.985358074804291,0.9208006962576153,0.9919905072678731,0.9785009571491681,0.97059400117624,0.958417505050303,38,331.4487567394972,0.9693570999399159,0.8813166958387443,0.9851507424628768,0.9868695911668158,0.992081699104566,0.9805620432456867,0.9846504258268964,0.9831659775546367,0.987967526819368,0.9196402668987526,0.9922871551468407,0.9799734943307319,0.9698098412076064,0.9552653159189551,39,340.92093129456043,0.9681554175846184,0.8797075263960251,0.9859007049647518,0.9870188003581021,0.992081699104566,0.98161681609282,0.9836106159635571,0.9785883047844064,0.985358074804291,0.9208006962576153,0.9919905072678731,0.9785009571491681,0.97059400117624,0.9806982681156419,39,340.92093129456043,0.9681554175846184,0.8797075263960251,0.9859007049647518,0.9870188003581021,0.992081699104566,0.98161681609282,0.9836106159635571,0.9785883047844064,0.985358074804291,0.9208006962576153,0.9919905072678731,0.9785009571491681,0.97059400117624,0.9806982681156419,39,568.2169157788157,0.9903968186817835,0.9343433732754556,0.9951025600254413,0.9977240171892409,0.9979023979405361,0.9969122118064353,0.9952702846332079,0.9974219421369235,0.9965825614819547,0.9601681093965625,0.9965029407089493,0.9957702582368655,0.9911542060049332,0.9797288243100963,39,568.2169157788157,0.9903968186817835,0.9343433732754556,0.9951025600254413,0.9977240171892409,0.9979023979405361,0.9969122118064353,0.9952702846332079,0.9974219421369235,0.9965825614819547,0.9601681093965625,0.9965029407089493,0.9957702582368655,0.9911542060049332,True
vqa,basern,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:3,4,False,4,1,10,190217175011,default,,True,24,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,256,4,256,3,0.0,,,,,,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,basern,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:3,4,False,4,1,10,190217175453,default,,True,1024,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,256,4,256,3,0.0,,,,,,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0.5295184377729331,94,2120.095165193081,0.6635289405167234,0.4313138727344588,0.5453727313634318,0.546404058490003,0.504995189817213,0.5866043848414074,0.6187858981976629,0.5152096869462492,0.5057987822557263,0.5796344647519582,0.5019282112132898,0.5086143425121484,0.6786904528523818,0.5643071917648392,90,2595.4993963837624,0.663729220909273,0.45361639658969,0.5458227088645567,0.6604744852282901,0.6320580182046918,0.6038574549838017,0.6183897801544861,0.5502067336089781,0.5142070165265294,0.5805047867711053,0.5569563927617918,0.5118539243115888,0.6843756126249755,0.5614456867412045,62,2463.3909291625023,0.667935109152814,0.4565524250465812,0.5453727313634318,0.6512235153685467,0.6270998297935322,0.6057409779251112,0.6195781342840166,0.5135115180153573,0.5100028993911279,0.5793443574122425,0.5636309700385642,0.5025769400677367,0.6959419721623211,0.5898064112436052,94,2120.095165193081,0.6635289405167234,0.4313138727344588,0.5453727313634318,0.546404058490003,0.504995189817213,0.5866043848414074,0.6187858981976629,0.5152096869462492,0.5057987822557263,0.5796344647519582,0.5019282112132898,0.5086143425121484,0.6786904528523818,0.7414045077851223,86,5881.218687623739,0.9222438446569083,0.607789318404411,0.8515821275242487,0.7645074009231259,0.7581401261739421,0.8372181403597669,0.83210041876581,0.761434164040867,0.6144682210156499,0.8875925228954962,0.6082975679542203,0.6790802696857906,0.9032066003232117,0.7314006362957132,86,5881.218687623739,0.9222438446569083,0.607789318404411,0.8515821275242487,0.7645074009231259,0.7581401261739421,0.8372181403597669,0.83210041876581,0.761434164040867,0.6144682210156499,0.8875925228954962,0.6082975679542203,0.6790802696857906,0.9032066003232117,False
vqa,rn,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:0,4,False,4,1,10,190218103403,default,,True,128,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,,,,,,1024,4,256,3,0.0,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,rn,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:0,4,False,4,1,10,190218103658,default,,True,128,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,,,,,,1024,4,256,3,0.0,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,rn,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:0,4,False,4,1,10,190218103721,default,,True,128,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,,,,,,1024,4,256,3,0.0,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,rn,clevr,224,224,0,False,,,,64,100,0.00025,False,0,0,cuda:0,4,False,4,1,10,190218104047,default,,True,128,3,3,5,False,False,lstm,300,256,1,0,False,False,,,,,,,,,,,1024,4,256,3,0.0,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0.46008760525631537,5,2296.0511264801025,0.6563188463849389,0.4261193608491898,0.5003749812509375,0.49664279319606086,0.49389476800118404,0.33202742409402547,0.6150227767874826,0.12352333136444182,0.4928964917367353,0.5543951261966927,0.5013349154553545,0.48564276247975263,0.6824152127033914,0.46008760525631537,5,2296.0511264801025,0.6563188463849389,0.4261193608491898,0.5003749812509375,0.49664279319606086,0.49389476800118404,0.33202742409402547,0.6150227767874826,0.12352333136444182,0.4928964917367353,0.5543951261966927,0.5013349154553545,0.48564276247975263,0.6824152127033914,0.4401130734510737,5,2296.0511264801025,0.6563188463849389,0.4261193608491898,0.5003749812509375,0.49664279319606086,0.49389476800118404,0.33202742409402547,0.6150227767874826,0.12352333136444182,0.4928964917367353,0.5543951261966927,0.5013349154553545,0.48564276247975263,0.6824152127033914,0.44799275417185125,5,2296.0511264801025,0.6563188463849389,0.4261193608491898,0.5003749812509375,0.49664279319606086,0.49389476800118404,0.33202742409402547,0.6150227767874826,0.12352333136444182,0.4928964917367353,0.5543951261966927,0.5013349154553545,0.48564276247975263,0.6824152127033914,0.44799275417185125,5,10763.01458311081,0.571198916998054,0.41890257910837575,0.5170297344569884,0.4994906891612287,0.49914983552892944,0.3366480871548011,0.5668856152881406,0.12430376523759508,0.49536889172788245,0.5023209133107515,0.508408838022572,0.5005724462536573,0.5992174874542826,0.4353845560430235,5,10763.01458311081,0.571198916998054,0.41890257910837575,0.5170297344569884,0.4994906891612287,0.49914983552892944,0.3366480871548011,0.5668856152881406,0.12430376523759508,0.49536889172788245,0.5023209133107515,0.508408838022572,0.5005724462536573,0.5992174874542826,False
vqa,film,clevr,224,224,0,False,,,,64,200,0.0003,True,1e-05,0,cuda:3,4,False,4,1,10,190218224249,init,,True,128,3,3,5,False,False,gru,200,4096,1,0,False,False,3,4,512,1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vqa,film,clevr,224,224,0,False,,,,64,200,0.0003,True,1e-05,0,cuda:3,4,False,4,1,10,190218224314,init,,True,128,3,3,5,False,False,gru,200,4096,1,0,False,False,3,4,512,1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,83,29,13,0.9425498863265129,94,468.3156158467755,0.7945123172441418,0.8873016769239456,0.9821508924553772,0.9815726648761564,0.9860874713239103,0.9711444285391396,0.9800455535749654,0.9746751329001772,0.9801391707741375,0.7203365245140702,0.9863541975674874,0.962744809306435,0.9078612036855519,0.9434899427298972,92,451.059813732747,0.7861005407570599,0.8915645643950088,0.9808009599520024,0.9805282005371531,0.9850514319544142,0.9744594289158443,0.9794513765102001,0.9736414648552865,0.9786894752102059,0.7232375979112271,0.9836843666567784,0.9706965100868797,0.9108018035679278,0.9420978592048856,94,468.3156158467755,0.7945123172441418,0.8873016769239456,0.9821508924553772,0.9815726648761564,0.9860874713239103,0.9711444285391396,0.9800455535749654,0.9746751329001772,0.9801391707741375,0.7203365245140702,0.9863541975674874,0.962744809306435,0.9078612036855519,0.9805082651298807,94,468.3156158467755,0.7945123172441418,0.8873016769239456,0.9821508924553772,0.9815726648761564,0.9860874713239103,0.9711444285391396,0.9800455535749654,0.9746751329001772,0.9801391707741375,0.7203365245140702,0.9863541975674874,0.962744809306435,0.9078612036855519,0.9805082651298807,94,572.9543340463424,0.949149674253321,0.9530065414797528,0.9935442836698998,0.9950501352856915,0.9952486135168206,0.9918767418292374,0.9949301702697532,0.9919157197873898,0.9929734908974769,0.9276125956592648,0.9936099189318074,0.9923673832845694,0.9769073743301863,0.9799422562354551,94,572.9543340463424,0.949149674253321,0.9530065414797528,0.9935442836698998,0.9950501352856915,0.9952486135168206,0.9918767418292374,0.9949301702697532,0.9919157197873898,0.9929734908974769,0.9276125956592648,0.9936099189318074,0.9923673832845694,0.9769073743301863,False
vqa,mac,clevr,224,224,0,False,,,,64,100,0.0001,False,0,,cuda:2,4,False,4,1,10,190218224421,default,,True,512,3,3,5,False,False,lstm,300,512,1,0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,512,True,False,0.15,83,29,13,0.9463101119400498,18,375.8679860010743,0.9557380332465452,0.847298289198803,0.9748012599370032,0.9809758281110116,0.9868274994449789,0.9736306788216681,0.9819271142800554,0.9763733018310691,0.9844882574659322,0.9074557586306934,0.9949569860575497,0.9796789868944191,0.9629484414820624,0.9510570634238055,16,317.71858362853527,0.963749248948528,0.8622042798260968,0.9805009749512524,0.9811250373022978,0.9871235106934063,0.9746101107511489,0.9836106159635571,0.9750443000590667,0.988112496375761,0.9141282274441543,0.9936220706021952,0.9824768075393904,0.9654969613801215,0.9466514657546121,16,317.71858362853527,0.963749248948528,0.8622042798260968,0.9805009749512524,0.9811250373022978,0.9871235106934063,0.9746101107511489,0.9836106159635571,0.9750443000590667,0.988112496375761,0.9141282274441543,0.9936220706021952,0.9824768075393904,0.9654969613801215,0.9665109023141792,18,375.8679860010743,0.9557380332465452,0.847298289198803,0.9748012599370032,0.9809758281110116,0.9868274994449789,0.9736306788216681,0.9819271142800554,0.9763733018310691,0.9844882574659322,0.9074557586306934,0.9949569860575497,0.9796789868944191,0.9629484414820624,0.9665109023141792,18,934.8366314172745,0.9771131229376427,0.8931598611900414,0.9881698203211957,0.993108387712876,0.9926425018671836,0.9907524702305549,0.9925174840039963,0.9916770107259938,0.994442670073459,0.929619872036131,0.9957399459545382,0.9923673832845694,0.9795866292421536,0.9625634117107553,18,934.8366314172745,0.9771131229376427,0.8931598611900414,0.9881698203211957,0.993108387712876,0.9926425018671836,0.9907524702305549,0.9925174840039963,0.9916770107259938,0.994442670073459,0.929619872036131,0.9957399459545382,0.9923673832845694,0.9795866292421536,False
